"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_MRP","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","source","Item_Type_Combined","Outlet_Years"
"280","FDZ10",NA,"0",0.044248175,126.202,"OUT027","1","3","3",3668.558,"train","0",28
"281","FDZ32","7.785","1",0.038288087,103.1964,"OUT018","1","3","2",736.3748,"train","0",4
"282","NCZ18","7.825","0",0.186032678,253.0698,"OUT035","0","2","1",6088.0752,"train","2",9
"283","NCF07",NA,"0",0.031867464,101.0016,"OUT027","1","3","3",2125.2336,"train","2",28
"284","DRE49","20.75","0",0.021370201,153.0024,"OUT017","0","2","1",2277.036,"train","1",6
"285","FDJ08",NA,"0",0.193772568,190.3846,"OUT019","0","1","0",573.2538,"train","0",28
"286","FDT39","6.26","1",0.009866049,151.1366,"OUT035","0","2","1",2267.049,"train","0",9
"287","FDE08","18.2","0",0.082551042,147.3734,"OUT010","0","3","0",296.9468,"train","0",15
"288","NCD06","13","0",0.099729888,46.306,"OUT018","1","3","2",559.272,"train","2",4
"289","FDB57","20.25","1",0.018801549,222.1772,"OUT035","0","2","1",5559.43,"train","0",9
"290","NCT54","8.695","0",0.119721451,95.5094,"OUT049","1","1","1",1237.7222,"train","2",14
"291","DRF49","7.27","0",0.071222087,113.5518,"OUT045","0","2","1",569.259,"train","1",11
"292","FDM25",NA,"1",0.060371962,174.0712,"OUT027","1","3","3",3866.9664,"train","0",28
"293","FDF20","12.85","0",0.033287541,198.4768,"OUT045","0","2","1",1379.5376,"train","0",11
"294","FDH27","7.075","0",0.05858462,142.7128,"OUT018","1","3","2",1869.5664,"train","0",4
"295","FDV60",NA,"1",0.11679292,196.211,"OUT027","1","3","3",5499.508,"train","0",28
"296","FDY59","8.195","0",0.031452265,94.3462,"OUT049","1","1","1",925.462,"train","0",14
"297","FDK36","7.09","0",0.00721395,47.9034,"OUT035","0","2","1",583.2408,"train","0",9
"298","NCM31","6.095","0",0.081196619,141.4154,"OUT046","0","1","1",1418.154,"train","2",16
"299","FDE33","19.35","1",0.049916364,80.2644,"OUT017","0","2","1",942.7728,"train","0",6
"300","FDU36","6.15","0",0.04627095,99.3384,"OUT046","0","1","1",2364.9216,"train","0",16
"301","FDV13",NA,"1",0.02747716,87.9856,"OUT027","1","3","3",3251.7672,"train","0",28
"302","FDV20",NA,"1",0.104704537,125.2678,"OUT019","0","1","0",254.3356,"train","0",28
"303","NCQ54","17.7","0",0.012540003,167.0474,"OUT035","0","2","1",5895.659,"train","2",9
"304","FDO23","17.85","0",0.147023834,93.7436,"OUT018","1","3","2",1134.5232,"train","0",4
"305","DRE60","9.395","0",0.159657596,224.972,"OUT045","0","2","1",7696.648,"train","1",11
"306","DRP47","15.75","0",0.141398626,250.5382,"OUT017","0","2","1",2775.7202,"train","1",6
"307","FDB21","7.475","0",0.148821808,241.2854,"OUT045","0","2","1",5317.0788,"train","0",11
"308","FDR04","7.075","0",0.0659527800739932,98.0068,"OUT018","1","3","2",874.8612,"train","0",4
"309","FDX23","6.445","0",0.029691762,92.6436,"OUT046","0","1","1",1039.9796,"train","0",16
"310","FDX19","19.1","0",0.096715523,235.0958,"OUT035","0","2","1",3038.0454,"train","0",9
"311","FDD40","20.25","1",0.014790559,193.6162,"OUT035","0","2","1",3848.324,"train","0",9
"312","FDA01","15","1",0.054378253,59.1904,"OUT046","0","1","1",527.3136,"train","0",16
"313","FDS33","6.67","1",0.123428594,89.1514,"OUT046","0","1","1",2390.8878,"train","0",16
"314","FDM50",NA,"1",0.029943463,60.222,"OUT027","1","3","3",1677.816,"train","0",28
"315","FDB29","16.7","1",0.052368061,112.7176,"OUT013","2","3","1",801.6232,"train","0",26
"316","FDF46","7.07","0",0.093861144,115.5834,"OUT045","0","2","1",1267.0174,"train","0",11
"317","FDA33","6.48","0",0.033968647,148.0076,"OUT045","0","2","1",886.8456,"train","0",11
"318","FDC08","19","1",0.173154079,228.272,"OUT010","0","3","0",452.744,"train","0",15
"319","FDB53","13.35","0",0.139735226,147.5392,"OUT045","0","2","1",3877.6192,"train","0",11
"320","FDY31",NA,"0",0.043351896,146.6418,"OUT027","1","3","3",4414.254,"train","0",28
"321","DRQ35",NA,"0",0.042086652,122.4388,"OUT027","1","3","3",5448.9072,"train","1",28
"322","FDX36","9.695","1",0.12848269,223.9404,"OUT049","1","1","1",4950.8888,"train","0",14
"323","DRD13","15","0",0.049357077,62.6168,"OUT017","0","2","1",958.752,"train","1",6
"324","FDC52","11.15","1",0.008326735,149.9708,"OUT017","0","2","1",1956.1204,"train","0",6
"325","FDB45","20.85","0",0.021362955,103.2306,"OUT049","1","1","1",2404.2038,"train","0",14
"326","NCK19","9.8","0",0.151420934,194.3478,"OUT010","0","3","0",387.4956,"train","2",15
"327","FDV51","16.35","0",0.032511818,165.0842,"OUT013","2","3","1",994.7052,"train","0",26
"328","FDZ35","9.6","1",0.022323658,101.299,"OUT045","0","2","1",1754.383,"train","0",11
"329","NCW17",NA,"0",0.019292355,129.9994,"OUT027","1","3","3",3340.9844,"train","2",28
"330","FDV59","13.35","0",0.048124443,216.7166,"OUT045","0","2","1",3918.8988,"train","0",11
"331","DRH39","20.7","0",0.09261307,76.367,"OUT013","2","3","1",306.268,"train","1",26
"332","FDN60",NA,"0",0.094697274,158.4604,"OUT027","1","3","3",4278.4308,"train","0",28
"333","FDU55","16.2","0",0.035984104,260.6278,"OUT045","0","2","1",4425.5726,"train","0",11
"334","FDN58",NA,"1",0.056596985,230.9984,"OUT027","1","3","3",9267.936,"train","0",28
"335","FDC41",NA,"0",0.2047,76.867,"OUT019","0","1","0",229.701,"train","0",28
"336","FDO01",NA,"1",0.020618324,129.3994,"OUT027","1","3","3",2055.9904,"train","0",28
"337","NCO43","5.5","0",0.04709821,101.3016,"OUT046","0","1","1",3339.6528,"train","2",16
"338","FDQ07","15.1","1",0.087584126,221.7456,"OUT045","0","2","1",6410.3224,"train","0",11
"339","FDF28","15.7","1",0.038078899,122.9046,"OUT017","0","2","1",1992.0736,"train","0",6
"340","FDM01","7.895","1",0.095102092,104.4332,"OUT017","0","2","1",2870.9296,"train","0",6
"341","FDY49",NA,"1",0.011953902,164.5184,"OUT027","1","3","3",2807.0128,"train","0",28
"342","FDR24","17.35","1",0.062799379,88.183,"OUT013","2","3","1",539.298,"train","0",26
"343","NCY18","7.285","0",0.031125709,174.3054,"OUT013","2","3","1",4377.635,"train","2",26
"344","NCY30","20.25","0",0.026005891,180.9976,"OUT045","0","2","1",2716.464,"train","2",11
"345","FDJ22",NA,"0",0.09246392,190.9504,"OUT019","0","1","0",383.5008,"train","0",28
"346","DRI37","15.85","0",0.107765165,59.5904,"OUT049","1","1","1",703.0848,"train","1",14
"347","FDL27","6.17","0",0.010647477,66.3826,"OUT049","1","1","1",1937.478,"train","0",14
"348","NCO30","19.5","0",0.015749341,182.2608,"OUT049","1","1","1",3307.6944,"train","2",14
"349","NCB07","19.2","0",0.077628053,197.611,"OUT049","1","1","1",3142.576,"train","2",14
"350","FDX25","16.7","0",0.0659527800739932,181.2292,"OUT018","1","3","2",2554.0088,"train","0",4
"351","FDP59","20.85","1",0.056695731,104.0648,"OUT018","1","3","2",1869.5664,"train","0",4
"352","FDR59","14.5","1",0.063993068,260.4594,"OUT045","0","2","1",5494.8474,"train","0",11
"353","FDT27","11.395","1",0.069529262,233.1616,"OUT013","2","3","1",6093.4016,"train","0",26
"354","DRI01","7.97","0",0.034452949,174.0422,"OUT046","0","1","1",2586.633,"train","1",16
"355","FDU09","7.71","1",0.06670068,55.2956,"OUT049","1","1","1",1255.6988,"train","0",14
"356","FDH26","19.25","1",0.034699737,141.7496,"OUT046","0","1","1",4093.3384,"train","0",16
"357","FDH27","7.075","0",0.058346939,142.2128,"OUT046","0","1","1",3163.8816,"train","0",16
"358","FDN39",NA,"1",0.065203103,166.0816,"OUT027","1","3","3",5033.448,"train","0",28
"359","FDH40","11.6","1",0.078929571,79.9276,"OUT046","0","1","1",1137.1864,"train","0",16
"360","FDJ56",NA,"0",0.182514881,98.77,"OUT027","1","3","3",2696.49,"train","0",28
"361","DRN47","12.1","0",0.016895293,178.566,"OUT018","1","3","2",898.83,"train","1",4
"362","NCO17","10","0",0.073379745,118.244,"OUT046","0","1","1",2756.412,"train","2",16
"363","FDX60","14.35","0",0.08075758,81.896,"OUT045","0","2","1",878.856,"train","0",11
"364","FDT22","10.395","0",0.112271498,58.222,"OUT049","1","1","1",659.142,"train","0",14
"365","FDX26",NA,"0",0.153741385,182.6292,"OUT019","0","1","0",182.4292,"train","0",28
"366","FDG45","8.1","0",0.127929521,211.4902,"OUT013","2","3","1",3610.6334,"train","0",26
"367","FDD44","8.05","1",0.07838564,256.4646,"OUT035","0","2","1",5153.292,"train","0",9
"368","FDS15","9.195","1",0.078502143,108.7596,"OUT017","0","2","1",2588.6304,"train","0",6
"369","FDL51","20.7","1",0.047684831,212.5876,"OUT018","1","3","2",1286.3256,"train","0",4
"370","FDL32","15.7","1",0.123159656,110.1544,"OUT017","0","2","1",1230.3984,"train","0",6
"371","FDZ07",NA,"1",0.0659527800739932,60.2194,"OUT027","1","3","3",1733.7432,"train","0",28
"372","NCW53",NA,"0",0.053392944,193.8162,"OUT019","0","1","0",384.8324,"train","2",28
"373","NCA54","16.5","0",0.036715907,180.0318,"OUT045","0","2","1",3969.4996,"train","2",11
"374","FDX09","9","0",0.065236932,176.437,"OUT035","0","2","1",7763.228,"train","0",9
"375","FDO51","6.785","1",0.041947547,41.2112,"OUT013","2","3","1",809.6128,"train","0",26
"376","FDW49","19.5","0",0.082888496,178.6002,"OUT018","1","3","2",1253.7014,"train","0",4
"377","FDB27","7.575","0",0.055390121,195.2768,"OUT046","0","1","1",5715.2272,"train","0",16
"378","FDF45","18.2","1",0.012194556,57.7904,"OUT013","2","3","1",1464.76,"train","0",26
"379","FDV02","16.75","0",0.060495243,169.8106,"OUT013","2","3","1",3251.1014,"train","0",26
"380","FDY28","7.47","1",0.0659527800739932,214.3218,"OUT035","0","2","1",4274.436,"train","0",9
"381","FDX31",NA,"1",0.014753811,231.7958,"OUT027","1","3","3",5375.0034,"train","0",28
"382","FDR43",NA,"0",0.160707489,38.019,"OUT027","1","3","3",1318.284,"train","0",28
"383","FDP51","13.85","1",0.085622362,119.4124,"OUT018","1","3","2",2251.7356,"train","0",4
"384","FDL52","6.635","1",0.046350909,37.4506,"OUT017","0","2","1",1176.4686,"train","0",6
"385","FDR44","6.11","1",0.102920886,130.4968,"OUT046","0","1","1",3523.4136,"train","0",16
"386","FDB34","15.25","0",0.026604781,86.2198,"OUT035","0","2","1",610.5386,"train","0",9
"387","FDC50","15.85","0",0.0659527800739932,96.4094,"OUT035","0","2","1",1237.7222,"train","0",9
"388","FDT57","15.2","0",0.031860325,235.1248,"OUT010","0","3","0",474.0496,"train","0",15
"389","FDP22",NA,"1",0.0659527800739932,52.6666,"OUT027","1","3","3",717.7324,"train","0",28
"390","DRE49","20.75","0",0.021250002,150.5024,"OUT046","0","1","1",2580.6408,"train","1",16
"391","FDM40","10.195","0",0.159936948,143.2154,"OUT046","0","1","1",2552.6772,"train","0",16
"392","FDY32","7.605","0",0.129503146,164.021,"OUT045","0","2","1",3914.904,"train","0",11
"393","FDW07","18","1",0.142688846,88.5514,"OUT046","0","1","1",796.9626,"train","0",16
"394","FDU02",NA,"0",0.179484411,228.9352,"OUT019","0","1","0",916.1408,"train","0",28
"395","NCF18","18.35","0",0.089163056,191.3504,"OUT045","0","2","1",3259.7568,"train","2",11
"396","FDQ56","6.59","0",0.105761491,84.8908,"OUT049","1","1","1",1677.816,"train","0",14
"397","FDN58","13.8","1",0.056960814,230.0984,"OUT049","1","1","1",3707.1744,"train","0",14
"398","FDG35","21.2","1",0.00704098,173.5738,"OUT046","0","1","1",2954.1546,"train","0",16
"399","FDY34","10.5","1",0.011026594,166.4842,"OUT018","1","3","2",2652.5472,"train","0",4
"400","NCE19","8.97","0",0.093203257,52.7956,"OUT045","0","2","1",1037.3164,"train","2",11
"401","NCK31",NA,"0",0.026916794,50.9666,"OUT027","1","3","3",717.7324,"train","2",28
"402","NCJ29","10.6","0",0.035264298,86.1224,"OUT045","0","2","1",426.112,"train","2",11
"403","FDT59","13.65","0",0.015908424,231.1668,"OUT035","0","2","1",6911.004,"train","0",9
"404","NCX41","19","0",0.017719277,211.0244,"OUT046","0","1","1",3811.0392,"train","2",16
"405","FDU45",NA,"1",0.035334201,115.3518,"OUT027","1","3","3",2277.036,"train","0",28
"406","FDW24",NA,"0",0.065652494,48.9034,"OUT019","0","1","0",48.6034,"train","0",28
"407","FDF22","6.865","0",0.056919038,212.8218,"OUT049","1","1","1",5770.4886,"train","0",14
"408","FDM60","10.8","1",0.048143292,40.2138,"OUT046","0","1","1",690.4346,"train","0",16
"409","FDR02","16.7","0",0.022047313,110.2886,"OUT013","2","3","1",1890.2062,"train","0",26
"410","DRP35",NA,"0",0.090427268,126.2336,"OUT027","1","3","3",3195.84,"train","1",28
"411","FDS48","15.15","0",0.027779254,150.1708,"OUT046","0","1","1",1504.708,"train","0",16
"412","NCZ42","10.5","0",0.0659527800739932,238.3248,"OUT010","0","3","0",711.0744,"train","2",15
"413","FDZ38","17.6","0",0.008033611,174.2422,"OUT018","1","3","2",4311.055,"train","0",4
"414","FDH19","19.35","0",0.033088472,175.4738,"OUT046","0","1","1",521.3214,"train","0",16
"415","NCB55","15.7","0",0.160663021,59.4562,"OUT046","0","1","1",829.5868,"train","2",16
"416","FDC15","18.1","0",0.178975721,155.5288,"OUT017","0","2","1",1571.288,"train","0",6
"417","FDF11","10.195","1",0.017627888,239.6538,"OUT035","0","2","1",2403.538,"train","0",9
"418","FDW35",NA,"0",0.0194158,41.6454,"OUT019","0","1","0",83.8908,"train","0",28
"419","FDB44","6.655","0",0.016993225,211.0586,"OUT045","0","2","1",844.2344,"train","0",11
"420","NCC06","19","0",0.027139013,127.3336,"OUT017","0","2","1",2940.1728,"train","2",6
"421","FDR04","7.075","0",0.03777249,98.0068,"OUT010","0","3","0",291.6204,"train","0",15
"422","FDB17","13.15","0",0.036746479,181.2976,"OUT045","0","2","1",3259.7568,"train","0",11
"423","FDW43","20.1","1",0.022460102,226.8036,"OUT049","1","1","1",3415.554,"train","0",14
"424","FDA27","20.35","1",0.0659527800739932,256.7672,"OUT018","1","3","2",5624.6784,"train","0",4
"425","NCU41","18.85","0",0.05213575,190.1846,"OUT049","1","1","1",6687.961,"train","2",14
"426","FDY56","16.35","1",0.062508438,227.1062,"OUT049","1","1","1",5642.655,"train","0",14
"427","FDV39","11.3","0",0.007309544,196.2426,"OUT018","1","3","2",4943.565,"train","0",4
"428","FDN32","17.5","0",0.015623754,182.6266,"OUT018","1","3","2",3135.2522,"train","0",4
"429","FDW07","18","1",0.142978223,87.4514,"OUT045","0","2","1",796.9626,"train","0",11
"430","FDZ27","7.935","0",0.017191055,51.535,"OUT045","0","2","1",848.895,"train","0",11
"431","FDW23",NA,"0",0.143592939,37.3164,"OUT019","0","1","0",38.6164,"train","0",28
"432","FDU01","20.25","1",0.011995271,184.5924,"OUT046","0","1","1",4997.4948,"train","0",16
"433","FDF10","15.5","1",0.15717236,149.1418,"OUT049","1","1","1",588.5672,"train","0",14
"434","DRH03",NA,"0",0.061393095,91.812,"OUT019","0","1","0",372.848,"train","1",28
"435","FDW27",NA,"1",0.264124669,155.7314,"OUT019","0","1","0",155.1314,"train","0",28
"436","DRI13","15.35","0",0.020310046,218.0508,"OUT013","2","3","1",3038.7112,"train","1",26
"437","NCR05","10.1","0",0.054630834,200.2084,"OUT046","0","1","1",1587.2672,"train","2",16
"438","FDB29","16.7","1",0.052517969,115.4176,"OUT045","0","2","1",687.1056,"train","0",11
"439","FDL51","20.7","1",0.047565208,213.4876,"OUT049","1","1","1",1929.4884,"train","0",14
"440","FDB11","16","0",0.060797393,223.8404,"OUT013","2","3","1",3600.6464,"train","0",26
"441","FDI35","14","0",0.041291169,180.7634,"OUT046","0","1","1",2181.1608,"train","0",16
"442","FDX08","12.85","0",0.022604051,181.4318,"OUT046","0","1","1",3428.2042,"train","0",16
"443","FDP59","20.85","1",0.056580228,105.6648,"OUT045","0","2","1",623.1888,"train","0",11
"444","NCJ18","12.35","0",0.164196823,120.5124,"OUT049","1","1","1",2133.2232,"train","2",14
"445","FDJ41","6.85","0",0.022976497,261.6594,"OUT018","1","3","2",3401.5722,"train","0",4
"446","FDU08","10.3","0",0.027310252,101.0042,"OUT035","0","2","1",1289.6546,"train","0",9
"447","FDS09",NA,"1",0.141975462,49.6008,"OUT019","0","1","0",50.6008,"train","0",28
"448","DRH15","8.775","0",0.0659527800739932,45.9428,"OUT013","2","3","1",790.9704,"train","1",26
"449","NCV17","18.85","0",0.01619866,129.2626,"OUT017","0","2","1",3147.9024,"train","2",6
"450","NCO54",NA,"0",0.014205168,56.7614,"OUT027","1","3","3",2486.763,"train","2",28
"451","FDE24","14.85","0",0.09344495,141.0812,"OUT035","0","2","1",1139.8496,"train","0",9
"452","FDH53","20.5","1",0.019199733,84.3592,"OUT046","0","1","1",1816.3024,"train","0",16
"453","FDZ13","7.84","1",0.154120252,51.935,"OUT018","1","3","2",199.74,"train","0",4
"454","FDW28","18.25","0",0.089004389,196.7452,"OUT045","0","2","1",978.726,"train","0",11
"455","FDU46","10.3","1",0.011117041,85.854,"OUT013","2","3","1",2683.174,"train","0",26
"456","NCE43","12.5","0",0.103422709,169.9448,"OUT035","0","2","1",2897.5616,"train","2",9
"457","FDS26",NA,"0",0.089035961,260.5594,"OUT027","1","3","3",9158.079,"train","0",28
"458","FDB14","20.25","1",0.102723919,93.212,"OUT046","0","1","1",1957.452,"train","0",16
"459","DRB48",NA,"1",0.024733134,40.2822,"OUT027","1","3","3",1296.3126,"train","1",28
"460","NCC42","15","0",0.044871033,140.3838,"OUT013","2","3","1",2528.7084,"train","2",26
"461","FDQ20","8.325","0",0.029760052,38.7138,"OUT013","2","3","1",284.2966,"train","0",26
"462","FDA13","15.85","0",0.078999287,38.6506,"OUT017","0","2","1",759.012,"train","0",6
"463","FDZ15","13.1","0",0.020870744,117.3782,"OUT046","0","1","1",1787.673,"train","0",16
"464","NCV42","6.26","0",0.031599715,111.3228,"OUT017","0","2","1",2431.5016,"train","2",6
"465","DRI51","17.25","0",0.042413704,173.1764,"OUT018","1","3","2",4466.1864,"train","1",4
"466","FDO28","5.765","0",0.072284689,119.9098,"OUT035","0","2","1",2048.6666,"train","0",9
"467","NCS54","13.6","0",0.009984847,175.437,"OUT013","2","3","1",1940.807,"train","2",26
"468","FDH16","10.5","0",0.052852621,88.783,"OUT017","0","2","1",2067.309,"train","0",6
"469","FDG24","7.975","0",0.014660821,85.125,"OUT045","0","2","1",2663.2,"train","0",11
"470","FDR52","12.65","1",0.076354362,192.1846,"OUT018","1","3","2",1146.5076,"train","0",4
"471","NCH06","12.3","0",0.076709639,247.846,"OUT045","0","2","1",3448.844,"train","2",11
"472","FDA36","5.985","0",0.005677876,184.8924,"OUT045","0","2","1",1665.8316,"train","0",11
"473","FDU56",NA,"0",0.0659527800739932,184.7266,"OUT027","1","3","3",8114.7704,"train","0",28
"474","FDT09","15.15","1",0.012282366,132.5284,"OUT049","1","1","1",1713.7692,"train","0",14
"475","FDU25","12.35","0",0.026681262,56.4246,"OUT046","0","1","1",810.9444,"train","0",16
"476","FDK41","14.3","0",0.127541722,84.9224,"OUT046","0","1","1",1193.1136,"train","0",16
"477","NCT54","8.695","0",0.119513002,93.4094,"OUT035","0","2","1",856.8846,"train","2",9
"478","FDV51","16.35","0",0.054463442,163.8842,"OUT010","0","3","0",165.7842,"train","0",15
"479","FDM24","6.135","1",0.0659527800739932,151.3366,"OUT045","0","2","1",1057.9562,"train","0",11
"480","NCO30","19.5","0",0.015756784,185.0608,"OUT045","0","2","1",2205.1296,"train","2",11
"481","FDQ45","9.5","1",0.010907967,182.3608,"OUT013","2","3","1",2940.1728,"train","0",26
"482","DRK59","8.895","0",0.07543556,235.8616,"OUT035","0","2","1",3046.7008,"train","1",9
"483","FDW28","18.25","0",0.0659527800739932,196.8452,"OUT046","0","1","1",3327.6684,"train","0",16
"484","FDC02","21.35","0",0.115194717,258.3278,"OUT010","0","3","0",520.6556,"train","0",15
"485","FDR21","19.7","0",0.066922802,174.837,"OUT035","0","2","1",2999.429,"train","0",9
"486","FDN48",NA,"0",0.064636203,90.0804,"OUT027","1","3","3",2113.2492,"train","0",28
"487","FDT44","16.6","0",0.103195401,117.8466,"OUT045","0","2","1",942.7728,"train","0",11
"488","FDX14",NA,"0",0.13121032,74.0354,"OUT019","0","1","0",75.2354,"train","0",28
"489","FDH57","10.895","0",0.035747522,133.6284,"OUT046","0","1","1",1581.9408,"train","0",16
"490","FDH28",NA,"1",0.192650072,37.4506,"OUT019","0","1","0",37.9506,"train","0",28
"491","NCT41",NA,"0",0.098031771,151.3024,"OUT019","0","1","0",151.8024,"train","2",28
"492","FDO11",NA,"1",0.030118338,248.8092,"OUT027","1","3","3",3486.1288,"train","0",28
"493","NCP42","8.51","0",0.016201845,195.2478,"OUT017","0","2","1",4262.4516,"train","2",6
"494","FDN09","14.15","0",0.05837308,243.9828,"OUT010","0","3","0",731.0484,"train","0",15
"495","FDP32","6.65","0",0.087652908,128.8678,"OUT035","0","2","1",1398.8458,"train","0",9
"496","FDV57","15.25","1",0.065999008,177.966,"OUT049","1","1","1",2336.958,"train","0",14
"497","FDW28","18.25","0",0.088750333,196.5452,"OUT013","2","3","1",2348.9424,"train","0",26
"498","FDR56",NA,"1",0.100277876,196.8768,"OUT027","1","3","3",7094.7648,"train","0",28
